"id","machinerydataid","mass","type","bunker_lot_id","type_group","mach_type"
70922142,199620607,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70921951,199619062,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70921952,199619063,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70921953,199619067,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70922076,199620085,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922077,199620086,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922078,199620090,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70922143,199620608,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922144,199620612,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70929412,199672440,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922126,199620479,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922127,199620480,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922128,199620484,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70929413,199672441,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70929414,199672445,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70922012,199619513,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922013,199619514,"0.100000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922014,199619518,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70850433,199197726,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70939771,199732494,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70939772,199732495,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70939773,199732499,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70810709,198916590,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70850458,199197903,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810848,198918485,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810922,198919032,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810929,198919116,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70921976,199619256,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70834413,199090315,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70921977,199619257,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70921978,199619261,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70810770,198917318,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70834416,199090363,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810703,198916497,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70810713,198916667,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70810801,198917438,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70810810,198917690,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810871,198918728,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810817,198917806,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70834393,199089810,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810932,198919152,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70834406,199090147,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810964,198919283,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70850456,199197855,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70952148,199827940,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70850467,199197991,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70952149,199827941,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70952150,199827945,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
69633688,193145038,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
70834407,199090159,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70850434,199197762,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70850406,199197123,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70922132,199620521,"0.000000","mgo","37066c8a-ed46-4ba4-9b70-441a7f4de643","","unknown"
70834392,199089778,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810921,198919020,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70850423,199197464,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70922133,199620522,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70921994,199619379,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922134,199620526,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
